Gemeente,WWB I-deel Budget Definitief,WWB I-deel W.v. budget 65- Definitief,WWB I-deel W.v. budget 65+ Definitief,WWB I-deel Uitgaven Definitief,WWB I-deel W.v. uitgaven 65- Definitief,WWB I-deel W.v. uitgaven 65+ Definitief,WWB I-deel Ontvangsten Definitief,WWB I-deel W.v. ontvangsten 65- Definitief,WWB I-deel W.v. ontvangsten 65+ Definitief,WWB W-deel Budget Definitief,WWB W-deel Beschikbaar budget Definitief,WWB W-deel Uitgaven Definitief,WWB W-deel Ontvangsten Definitief,WWB W-deel Meeneemregeling Definitief,IOAW Budget Definitief,IOAW Uitgaven Definitief,IOAW Ontvangsten Definitief,IOAW Rijksvergoeding Definitief,IOAZ Budget Definitief,IOAZ Uitgaven Definitief,IOAZ Ontvangsten Definitief,IOAZ Rijksvergoeding Definitief,Bbz Budget Definitief,Bbz Uitgaven Definitief,Bbz Ontvangsten Definitief,Bbz Rijksvergoeding Definitief
Appingedam,4076454,3970485.15641913,105968.635620963,4058540,3967631,90909,129951,129951,0,1924293,2287098,1377563,0,909535,52065,158889,1113,119167.5,8433,5312,0,3984,0,11921,4180,6037
Bedum,1139388,1139387.97405388,0,1222718,1214902,7816,35110,35110,0,581385,659718,399916,21988,281790,59928,103633,0,77723.25,9332,36368,0,27276,0,9835,4073,4712
Bellingwedde,1921135,1921135.15001789,0,1888118,1886673,1445,54510,54510,0,1074245,1173950,1044651,0,129299,52768,139697,0,104772.75,15470,31026,0,22470,4329,28909,17292,10553
Ten Boer,641470,641172.425652231,297.462371837,645096,645096,0,19556,19556,0,309363,360950,240217,0,120733,24249,96522,0,72392.25,4939,0,0,0,0,17152,2723,12223
Delfzijl,10405398,10195243.7886032,210153.830922886,10951143,10748709,202434,514820,468780,46040,5028165,5354705,4676171,0,678534,157699,531483,9172,398613,18274,42392,0,31794,12852,191512,58301,104187
Groningen,122719439,120994611.69882,1724826.89266896,115760716,114437396,1323320,4619165,4605349,13816,49790079,56875309,55165376,25779,1735712,513460,1504759,22538,1128570,118139,362237,40793,271677.75,167832,2363274,470638,1478483
Grootegast,1654430,1621287.26071487,33142.3770881706,1506284,1501537,4747,52422,52263,159,792554,1007633,412596,0,594415.5,31438,116814,282,87611.25,8547,18689,0,14016.75,23213,89813,44593,39624
Haren,1645139,1608132.18913493,37006.720098089,1810295,1761245,49050,100204,95739,4465,849640,941550,704460,0,237090,40107,132041,17135,99031.5,17942,54299,0,40724.25,6705,3587,0,3080
Hoogezand-Sappemeer,11659225,11357733.0876938,301492.119932602,13269963,13027019,242944,656866,653884,2982,5033115,5189086,5024783,0,164303,351834,488101,0,366076.5,21764,115101,0,86325.75,16325,319866,25194,228230
Leek,3300235,3244118.2919422,56116.3431426488,3101936,3059632,42304,73039,73039,0,1379482,1737140,1429304,19409,327245,70525,186145,5129,139609.5,27066,37447,0,28085.25,15743,93051,56473,28216
Loppersum,1617413,1613530.30781375,3883.017777657,2038758,2036621,2137,75672,75672,0,737247,821341,625346,0,195995,40739,127301,0,95476.5,7947,55032,5547,38650.5,6605,52351,14828,29295
Marum,1337662,1327457.17932008,10204.4266571885,1471949,1466217,5732,38976,38976,0,535066,698332,480358,0,217974,29734,96854,536,72641.25,17685,59967,0,43732.5,0,24878,1020,18346
Almere,49879624,48028781.0883524,1850842.89145735,53582879,51187710,2395169,1387401,1367509,19892,11086330,12457521,9046639,0,3410882,195792,660892,6786,495669.75,40355,243766,0,174964.5,24019,919364,122245,632094
Stadskanaal,8950234,8848578.27219635,101656.098185317,9534481,9457811,76670,389014,382270,6744,4508699,5091335,4549258,490468,1032545,334141,478463,2869,358845.75,30613,73273,0,54954.75,15829,380700,68504,488204
Slochteren,1500448,1499548.55381001,899.0566754177,1611676,1597227,14449,104556,104510,46,825260,873363,1021344,0,-147981,77291,152043,446,114033,20311,72065,0,53711.25,4745,40975,94292,-39521
Veendam,7368209,7216747.57250335,151461.703744285,7871315,7697932,173383,215978,175504,40474,3606026,3732875,3124337,0,608538,181603,316962,1814,237721.5,27177,49221,656,36915,5546,510428,146814,286848
Vlagtwedde,1829064,1806755.63064673,22308.3439757935,2158733,2140612,18121,121917,121917,0,1891755,2049644,1594827,0,454817,105909,171789,15900,128842.5,17500,27775,12230,20831.25,1934,46656,55047,-10624
Zeewolde,1624720,1611496.6704381,13223.0694709424,2103429,2083683,19746,57008,57008,0,222345,220598,200827,19286,39057,12426,68423,1038,51318,10819,34486,0,25864.5,738,116553,59988,45550
Skarsterlân,2917490,2873824.38545836,43665.6087088975,3191712,3135600,56112,62562,62562,0,1265311,1379085,914291,29379,494173,97387,240498,0,180373.5,31611,98922,0,73392,12212,167370,15380,116890
Winsum,2590701,2590701.33951542,0,2418523,2402912,15611,81372,80504,868,1095907,1243166,977156,0,266010,91957,222769,2677,167077.5,12911,9085,0,6813.75,6828,103174,51943,39199
Boarnsterhim,2223968,2178326.98307383,45641.1323532499,2400614,2354794,45820,122934,122934,0,969837,1059804,832930,61548,288422,131631,269678,0,202258.5,16546,52694,0,30423,6607,76614,3,58628
Zuidhorn,2180659,2175178.12630755,5481.0443312925,2009819,1990742,19077,105892,105892,0,979818,1087880,887174,0,200706,66710,166282,0,124712.25,27491,58833,2745,44124.75,849,60041,12346,36100
Dongeradeel,5279720,5238776.83160075,40943.0943549992,5512969,5463166,49803,229293,229293,0,1820856,2239063,1595287,3873,647649,171149,345689,14809,259267.5,41257,139277,0,102860.25,10525,314777,72233,188748
Achtkarspelen,6513975,6493242.34781267,20732.9939258406,6319997,6288457,31540,203153,203153,0,2526683,2901461,2501782,229743,629422,192160,465969,1825,349477.5,31704,120626,526,88599,5160,280543,0,218130
Ameland,125298,125297.599044991,0,136520,136520,0,6902,6902,0,135474,151163,131511,0,19652,5058,60465,0,21761.25,0,1,0,0,0,3106,3,2793
Bolsward,2412651,2400000.26040786,12650.8212309511,2459349,2423900,35449,120932,120332,600,930129,1162649,854122,31016,339543,61293,72456,1049,54342.75,17716,16699,0,11367.75,2570,28109,36617,-5483
Dantumadeel,4536972,4503807.8211031,33163.719679872,4301573,4266924,34649,199876,199876,0,1637524,2030817,1930379,0,100438,146482,304797,6508,228598.5,31982,53403,0,29238.75,4256,77800,42814,28200
Heerenveen,7405327,7186792.19794708,218534.799901594,10254217,10027495,226722,445201,445201,0,4461449,5278710,4749309,59011,588412,226049,610268,4392,457701.75,34544,97123,0,72842.25,27860,112797,21596,71978
Kollumerland c.a.,2455071,2441179.94902732,13891.3593735897,2463974,2452793,11181,78571,78571,0,1115455,1252960,1112398,87343,227905,68845,242428,0,181821.75,54639,122228,0,91671,9157,23740,22942,1268
Leeuwarden,51901634,51270509.1269584,631124.44702338,50820145,50126443,693702,1294961,1294961,0,20288436,22948405,17818554,693138,5822989,437150,1220576,5534,915432,90022,224643,1619,167810.25,73933,1480912,183067,997556
Leeuwarderadeel,1008756,969673.385677064,39082.2871410413,958524,952332,6192,65366,65366,0,660127,708388,423243,0,285145,37295,347370,56,130285.5,11447,37956,0,28467,5938,59015,0,45054
Lemsterland,2663979,2592045.0063362,71933.8714172816,2245594,2201485,44109,77681,75681,2000,851806,1019479,902607,25196,142068,25882,140253,3478,105189.75,3313,10445,3329,7833,2033,26544,7312,16664
Ooststellingwerf,5245165,5173018.98353379,72145.9634223134,4693949,4643631,50318,145931,141486,4445,1888110,2024270,1727918,109381,405733,114794,239654,270,179741.25,51245,191328,4061,142026,33390,283868,156825,100919
Opsterland,4074008,4024747.77373401,49260.0355586032,4019424,3990559,28865,160797,154894,5903,2142534,2316823,3315515,84588,-914104,121378,387451,7719,290588.25,37724,140789,1213,76554.75,9007,211592,100267,169064
Schiermonnikoog,77095,77095.030904249,0,53595,53595,0,5334,5334,0,42578,59017,9494,0,31933.5,0,10987,0,8241,0,0,0,0,0,0,0,0
Smallingerland,16995203,16679675.3383218,315527.541800175,17846284,17593642,252642,737688,684272,53416,9502174,9760503,9376137,249939,634305,271837,597803,5156,448353,60072,114482,205,84411.75,18999,378603,128953,195328
Sneek,11134357,10930054.7019436,204301.959060783,10560442,10360026,200416,402616,402616,0,5226092,5860382,4883905,354442,1330919,152952,433641,2086,325231.5,50128,135825,0,101197.5,9443,366056,100418,206324
Terschelling,331080,331079.965565212,0,262455,262455,0,0,0,0,164749,208831,45982,0,123561.75,12071,44964,0,33723.75,389,0,0,0,0,-13284,45198,-43861
Weststellingwerf,4084077,4042978.19281163,41099.162056815,4600229,4565373,34856,144311,120832,23479,2383026,2698474,2168929,59452,588997,151085,484500,36,363375.75,28149,75624,0,56043,27824,118718,12178,82224
Nijefurd,1722757,1701290.40557964,21466.6455155731,1561369,1548324,13045,31705,31705,0,470034,544323,460763,35555,119115,46677,80559,0,60419.25,4999,23216,0,17072.25,9871,81094,2258,62750
Assen,19389355,19173611.6345693,215742.922124666,18361330,18047985,313345,505797,505797,0,6779632,8160226,6191639,0,1968587,161128,419185,3889,314389.5,30949,81549,0,60490.5,38448,918753,206439,561946
Coevorden,6483651,6265417.92245346,218233.335793813,7154138,7017423,136715,263376,248817,14559,2409652,2655240,2753891,112430,13779,175219,490715,435,368037,40180,156857,120,114159,48793,455268,75175,293553
Emmen,30451245,30040129.7771217,411115.674382414,31904170,31432879,471291,967642,928180,39462,13134897,13760207,12196646,0,1563561,560648,2066667,1696,1550001,121745,384527,0,288395.25,104359,742388,299650,344121
Hoogeveen,10499112,10251682.9456709,247428.667329223,11963806,11743858,219948,442617,437933,4684,3566408,3596888,3631693,327361,292556,409380,1055469,5282,791602.5,25075,168047,180,122836.5,11543,321364,151101,137928
Meppel,6008125,5902114.76248399,106009.986892385,6354261,6238544,115717,151735,150841,894,2078702,2370272,2278665,0,91607,74558,317945,0,238459.5,17974,70675,1036,53006.25,19612,187289,29238,126227
Littenseradiel,945773,931764.434239516,14008.7436279469,994752,984146,10606,130137,130137,0,323724,411516,293261,12301,130556,59466,117287,0,87966,19019,47654,0,35740.5,3479,105394,21965,65052
Almelo,31531547,30386824.7310974,1144721.91110756,32392969,31236580,1156389,827515,804636,22879,13718746,16131400,10907273,162559,5386686,292743,909532,1801,682149.75,50577,131252,1124,96042.75,22384,619563,157111,357663
Bathmen,205167,205167.303561186,0,234041,234041,0,14748,14748,0,138826,157594,82737,0,74857,4779,28602,0,21452.25,3495,15119,0,5270.25,1840,25089,18085,6352
Borne,2770066,2675827.46853507,94238.2136571311,2431283,2337783,93500,60962,56770,4192,881492,1032156,847347,73887,258696,102724,273679,5755,205260,23981,40859,0,30644.25,418,58287,34034,18846
Dalfsen,1234849,1188219.32200823,46629.5611314168,1427542,1374303,53239,77779,76958,821,593070,692619,599119,0,93500,51701,189573,2217,142180.5,22988,43842,0,31304.25,7328,183861,70525,86564
Deventer,26017640,25410945.975952,606693.849085287,24556056,23837748,718308,1061359,1061359,0,13618848,14211133,11171116,0,3040017,331229,932046,15569,699035.25,80748,256918,2222,192688.5,48319,519708,155643,282744
Enschede,70556085,68505842.0133238,2050242.72398674,68513277,66355677,2157600,1835437,1742415,93022,30897370,33328348,38125120,1979934,-2816838,526463,1712220,24816,1284165.75,97727,350780,414,263085,154979,1590328,915345,527775
Haaksbergen,2597844,2488308.95763698,109535.516259045,2767547,2696700,70847,77093,76981,112,899523,1028278,942352,0,85926,115123,243576,3753,182682.75,23614,87931,1040,65610.75,55610,143978,54975,67143
Hardenberg,5698620,5598208.33156972,100411.558306735,6870350,6768414,101936,245654,245654,0,2650413,2858821,2474414,0,384407,162865,425574,3344,319181.25,75570,120795,5050,89924.25,60865,450733,239217,166194
Hellendoorn,2806096,2730670.37692377,75426.0529844083,2995186,2929393,65793,96516,96189,327,1559051,1716231,1164210,0,552021,225682,548882,1110,411662.25,78428,224784,125,167789.25,7889,28235,81790,-38875
Hengelo (O.),23933936,22830099.6361167,1103836.17496775,24770523,23633385,1137138,1294159,1169543,124616,11868500,12993666,11859362,4810,1139114,345596,1028671,3575,771504,66240,148379,11559,111284.25,85531,958902,541019,323710
Kampen,7169462,7004212.55497604,165249.017983331,7885144,7741458,143686,232885,232638,247,2325001,2701302,2554487,38838,185653,106950,335031,0,251274,71179,94473,0,70620,3782,522990,205711,243265
Losser,2516378,2426901.69018809,89476.1478837765,2460382,2372175,88207,162866,158264,4602,1031327,1155183,1069721,141660,227122,93953,180522,6030,135392.25,8834,44120,784,33090,8447,546321,0,413984
Noordoostpolder,7297590,7117123.39772562,180466.285866365,7323604,7071737,251867,220222,215942,4280,2167150,2274471,2043273,7537,238735,89981,306884,255,230163.75,30086,59599,0,41544.75,155917,739942,650884,72881
Oldenzaal,5774845,5447210.54871665,327634.126942743,6007843,5671634,336209,250254,239616,10638,2251171,2490449,1848363,43248,685334,144239,360670,0,270503.25,23421,51940,0,38955,8465,126104,61821,49525
Ommen,1076833,1039490.32741281,37342.8659173846,1418500,1384049,34451,41343,41343,0,595218,682514,603710,20704,99508,32682,132472,0,99354.75,26879,38800,1715,29100,1613,202888,35565,53001
Raalte,2735630,2660379.00260257,75251.3105148539,3150878,3069728,81150,154495,149338,5157,1107673,1169556,1122200,22108,69464,123211,393671,7113,295254,53075,129564,0,97173,6911,194920,98025,75146
Staphorst,463168,449425.930943693,13741.9612316805,482203,470540,11663,17384,17384,0,194039,223980,242310,9650,-8680,18705,100688,0,75516.75,13161,0,2397,0,2554,71186,20402,39424
Tubbergen,520735,502678.755112694,18055.8325793077,665787,655318,10469,45581,45581,0,499854,552372,516592,45863,81643,49686,104384,0,78288.75,55588,88073,372,65256,6469,380548,90179,220120
Urk,1341766,1299805.45633105,41960.8691967554,1226968,1205870,21098,84692,84692,0,324107,427776,257088,0,170688,14701,27047,0,20286,9704,42415,0,31811.25,9828,20143,5063,12092
Wierden,1508500,1424698.18796622,83801.6863151909,1759374,1701742,57632,29408,29408,0,414426,595465,327245,77264,310819.5,99768,306559,0,229920,15786,47575,0,34882.5,5804,68994,35602,27921
Zwolle,32600486,31870947.1976141,729539.139094061,33940088,33175766,764322,1051602,1018076,33526,13060201,15826256,13227626,151033,2749663,240033,806507,3456,604881,75326,211062,7503,157491.75,40285,973122,195727,595910
Rijnwaarden,1444214,1428898.13662057,15315.9773696521,1563724,1530127,33597,96572,96572,0,493267,578679,455754,49567,172492,44949,129182,5962,96887.25,18332,46287,559,34715.25,0,83268,12664,54288
Aalten,1385615,1356153.38461348,29462.1139316761,1436882,1408355,28527,36289,36196,93,440219,507638,519069,16717,5286,81860,172401,0,129301.5,32511,45569,0,33839.25,22633,177600,24788,116750
Angerlo,280360,263863.236505951,16496.4894731307,380948,367651,13297,8018,8018,0,101940,129697,105118,0,24579,24159,93637,492,35484,0,2406,0,462,0,6471,0,5181
Apeldoorn,33926367,33134524.0040559,791843.499918108,34148430,33320853,827577,1697568,1623286,74282,12069724,13521512,9797125,46722,3771109,413394,1432592,16885,1074444.75,123855,235582,13986,176686.5,62422,382921,269809,96163
Arnhem,83107258,80993210.4404946,2114047.73578979,87203885,85364270,1839615,2824112,2816380,7732,32705299,39109234,30223613,2740,8888361,378362,1251616,21206,938712.75,93452,205373,1359,154029.75,107761,3520290,438392,2390782
Barneveld,3341328,3254674.13348476,86653.5901312784,4236643,4139937,96706,139478,139478,0,825363,964140,1058398,53240,-41018,92416,370188,23268,277641.75,50866,99342,0,74506.5,32734,1506517,575993,1132370
Bergh,2444366,2361874.50091866,82491.784749523,2693034,2629440,63594,41779,41765,14,749025,817552,716894,12500,113158,58803,126752,3215,95064.75,36901,113177,762,82486.5,5790,86230,16084,54927
Beuningen,3532501,3397187.48965836,135313.365298282,3660293,3563925,96368,158088,150153,7935,1015871,1192732,814348,50563,428947,81049,137375,14698,103032,31986,48055,245,34400.25,8261,75775,85087,-5864
Borculo,713280,693244.917381939,20035.3579596041,831400,805076,26324,15464,15464,0,239715,314510,239852,10201,84859,45369,318541,5959,238906.5,8638,36106,755,25943.25,21670,107309,43350,48831
Brummen,2316601,2297556.98774674,19044.2613574745,2055615,2005656,49959,59948,55502,4446,790405,889492,706622,71871,254741,86035,269334,0,202001.25,13824,33711,1100,25283.25,4205,15318,3754,10971
Buren,1721706,1678933.81291253,42771.8876814051,1636341,1625441,10900,85954,85801,153,485958,631834,319243,0,312591,85491,237579,1348,178185,30823,71604,0,53703,2669,48382,34296,12359
Culemborg,5347618,5075120.84222726,272496.875194392,5532084,5250176,281908,234265,226751,7514,1201710,1287107,1055221,0,231886,107339,227086,3993,170315.25,9655,9144,1345,6059.25,6543,67769,37352,25350
Didam,2561565,2534497.24145722,27067.7419251855,2469341,2437703,31638,53792,52724,1068,657821,756959,577630,908,180237,68129,188421,818,141316.5,16425,35163,0,26372.25,939,235625,60856,135057
Doesburg,2681875,2630906.1815408,50968.7768066892,3215197,3145626,69571,112142,112142,0,863181,1045209,552576,0,492633,24311,51128,0,38346.75,12803,35924,0,26943,2364,102043,81433,15454
Doetinchem,10974354,10634204.9273608,340148.889151598,11358501,11009525,348976,431949,407198,24751,3920907,4284628,3635525,178342,827445,107095,419088,2417,314316.75,59661,182771,0,134682,36606,337686,71376,208837
Druten,2094308,2038394.69219192,55913.5885214863,2191706,2100332,91374,66148,66148,0,1303822,1387013,1103328,41999,325684,48705,157219,299,117915,15665,54521,0,40092,9904,26396,44850,-13680
Duiven,3205634,3158507.87627629,47125.7763884722,3314591,3232946,81645,97599,97342,257,722556,862075,580881,171060,452254,68052,241125,948,180843.75,11734,21661,2490,16245,26388,34661,106217,-51469
Ede,16493380,15941338.2366157,552042.141298141,17809606,17264368,545238,937164,855260,81904,5233829,6272631,4304055,156640,2125216,154882,672211,3865,504159,52068,137432,2596,96234,50821,717976,373859,265763
Eibergen,1368642,1358761.97453779,9880.2860457249,1520281,1505972,14309,40052,40052,0,333971,397734,543711,37110,-108867,65073,180826,770,135620.25,35629,161242,0,119594.25,15347,461194,20618,336402
Elburg,1620733,1573356.57144083,47376.5518409626,1623041,1569760,53281,49984,49984,0,549163,632685,533444,35046,134287,55739,108965,2628,81724.5,7056,30131,0,21799.5,16525,23325,17755,4960
Epe,3217049,3121916.11191791,95133.2685966048,3124628,2995115,129513,156316,156316,0,1132555,1305302,932846,0,372456,100526,345749,2086,259312.5,14077,27016,0,20262,23659,91333,21212,54301
Ermelo,2646619,2603700.48371615,42918.6179993516,2893712,2825686,68026,68316,53313,15003,667269,711925,664329,39265,86861,34743,69554,137,52165.5,34282,62828,0,46318.5,6825,41101,37471,2723
Geldermalsen,1780114,1702812.64147787,77301.5332301609,1820802,1742452,78350,113687,94189,19498,633753,776369,336039,25831,466161,63028,279904,2322,209928.75,18453,75622,863,55246.5,1484,112201,178771,-48162
Gorssel,1002882,994987.701498476,7894.0911055218,1063588,1057404,6184,13990,13990,0,357709,411171,295175,0,115996,29485,177968,0,133476.75,20013,61389,3817,45822.75,0,192517,44587,118213
Groenlo,1033975,1024107.97356277,9866.9469259116,1116452,1097710,18742,28332,22332,6000,448627,488571,471695,0,16876,21808,84180,1518,63135.75,13030,43821,0,32865.75,10689,69922,7152,50048
Groesbeek,2875776,2861951.23176442,13824.6637745231,2932810,2921913,10897,130495,130156,339,2338245,2476882,2274861,84672,286693,106762,146764,813,110073,13156,22238,0,16677.75,10531,179995,123616,46463
Harderwijk,6063505,5872500.85035374,191004.190518886,6460091,6247373,212718,284767,284767,0,1613442,1855541,1687227,35648,203962,81512,246316,1097,184737,39075,79009,1962,58576.5,2356,116038,46384,56390
Hattem,749344,708194.108505112,41149.8507121056,683112,661950,21162,25836,25836,0,357044,443782,289914,12457,166325,20135,76219,0,57165,8549,16759,0,12569.25,0,1479,0,1109
Heerde,1116859,1096534.01387914,20324.8168595531,1026926,1005769,21157,77578,77578,0,747454,795944,697308,16899,115535,62224,296419,84,222315,6515,1397,0,1047.75,8541,69235,42823,22079
Hengelo (Gld.),334142,313054.68401139,21087.8145128749,334600,331819,2781,8908,8908,0,245160,279634,279386,27195,27443,26645,74240,1081,55680.75,6949,21053,0,14319.75,18295,46654,31767,11874
Heumen,1638807,1545631.7147051,93175.0858080097,1986030,1904557,81473,80143,80143,0,605316,685636,618987,5887,72536,70392,179314,0,134485.5,30875,51904,0,38256,21476,167026,125277,32200
Hummelo en Keppel,170647,166523.860361795,4123.1219342967,292365,275433,16932,18375,18375,0,162723,178518,166081,10354,22791,31996,77539,0,58155,19467,18224,950,12869.25,4676,57363,6795,38317
Lichtenvoorde,882347,859462.20503448,22884.5939517289,1097535,1070558,26977,37637,37484,153,432889,454713,453240,0,1473,32204,132047,0,99036,7052,17161,2218,12870.75,3896,77707,25041,42015
Lochem,1760608,1680489.31228968,80118.7553347337,1884490,1837582,46908,35974,35674,300,611613,694704,519536,0,175168,58851,220807,1608,165605.25,18596,57108,0,42492.75,9228,99700,12707,66833
Maasdriel,1522869,1486600.78054417,36267.7328604311,1680031,1659388,20643,143973,143753,220,544522,681394,367733,269,313930,80289,218815,3128,164112,39816,110461,345,82845.75,18449,182746,406863,-165506
Millingen aan de Rijn,801849,783091.870428994,18757.4702814882,810561,797624,12937,12578,12578,0,347533,385707,349329,25359,61737,31377,93058,1055,69792,3704,0,0,0,785,30877,0,23814
Neede,919599,913537.676692206,6061.2960431718,1187436,1183375,4061,0,0,0,331066,386405,386635,16588,16358,58401,193040,0,144780.75,20892,103065,0,92664.75,682,24135,0,18723
Nijkerk,2812827,2712996.12905224,99831.3065948555,2939794,2813043,126751,435004,427204,7800,779201,937072,561603,27898,403367,70092,177167,994,132876,19856,74273,0,54107.25,1801,213025,18647,151840
